,first_365_days,label,label_name
203086,0.0,0,"(-1, 0]"
203091,0.0,0,"(-1, 0]"
203100,0.0,0,"(-1, 0]"
203106,0.0,0,"(-1, 0]"
203110,0.0,0,"(-1, 0]"
203126,0.0,0,"(-1, 0]"
203127,0.0,0,"(-1, 0]"
203148,0.0,0,"(-1, 0]"
203150,0.0,0,"(-1, 0]"
203152,0.0,0,"(-1, 0]"
203156,0.0,0,"(-1, 0]"
203158,0.0,0,"(-1, 0]"
203159,0.0,0,"(-1, 0]"
203170,0.0,0,"(-1, 0]"
203171,0.0,0,"(-1, 0]"
203172,0.0,0,"(-1, 0]"
203176,0.0,0,"(-1, 0]"
203178,0.0,0,"(-1, 0]"
203183,0.0,0,"(-1, 0]"
203192,0.0,0,"(-1, 0]"
203195,0.0,0,"(-1, 0]"
203196,0.0,0,"(-1, 0]"
203209,0.0,0,"(-1, 0]"
203210,0.0,0,"(-1, 0]"
203216,0.0,0,"(-1, 0]"
203224,0.0,0,"(-1, 0]"
203226,0.0,0,"(-1, 0]"
203228,0.0,0,"(-1, 0]"
203233,0.0,0,"(-1, 0]"
203234,0.0,0,"(-1, 0]"
203239,0.0,0,"(-1, 0]"
203240,0.0,0,"(-1, 0]"
203244,0.0,0,"(-1, 0]"
203250,0.0,0,"(-1, 0]"
203254,0.0,0,"(-1, 0]"
204006,0.0,0,"(-1, 0]"
204011,0.0,0,"(-1, 0]"
204016,0.0,0,"(-1, 0]"
204017,0.0,0,"(-1, 0]"
204018,0.0,0,"(-1, 0]"
204019,0.0,0,"(-1, 0]"
204020,0.0,0,"(-1, 0]"
204021,0.0,0,"(-1, 0]"
204028,0.0,0,"(-1, 0]"
204035,0.0,0,"(-1, 0]"
204036,0.0,0,"(-1, 0]"
204040,0.0,0,"(-1, 0]"
204052,0.0,0,"(-1, 0]"
204055,0.0,0,"(-1, 0]"
204057,0.0,0,"(-1, 0]"
204059,0.0,0,"(-1, 0]"
204060,0.0,0,"(-1, 0]"
204063,0.0,0,"(-1, 0]"
204067,0.0,0,"(-1, 0]"
204072,0.0,0,"(-1, 0]"
204073,0.0,0,"(-1, 0]"
204075,0.0,0,"(-1, 0]"
204077,0.0,0,"(-1, 0]"
204093,0.0,0,"(-1, 0]"
204094,0.0,0,"(-1, 0]"
204101,0.0,0,"(-1, 0]"
204104,0.0,0,"(-1, 0]"
204106,0.0,0,"(-1, 0]"
204111,0.0,0,"(-1, 0]"
204115,0.0,0,"(-1, 0]"
204118,0.0,0,"(-1, 0]"
204127,0.0,0,"(-1, 0]"
204128,0.0,0,"(-1, 0]"
204130,0.0,0,"(-1, 0]"
204139,0.0,0,"(-1, 0]"
204142,0.0,0,"(-1, 0]"
204159,0.0,0,"(-1, 0]"
204165,0.0,0,"(-1, 0]"
204173,0.0,0,"(-1, 0]"
204177,0.0,0,"(-1, 0]"
204178,0.0,0,"(-1, 0]"
204180,0.0,0,"(-1, 0]"
204193,0.0,0,"(-1, 0]"
204194,0.0,0,"(-1, 0]"
204208,0.0,0,"(-1, 0]"
204229,0.0,0,"(-1, 0]"
204231,0.0,0,"(-1, 0]"
204238,0.0,0,"(-1, 0]"
204241,0.0,0,"(-1, 0]"
204250,0.0,0,"(-1, 0]"
204255,0.0,0,"(-1, 0]"
204258,0.0,0,"(-1, 0]"
204259,0.0,0,"(-1, 0]"
205023,0.0,0,"(-1, 0]"
205029,0.0,0,"(-1, 0]"
205030,0.0,0,"(-1, 0]"
205035,0.0,0,"(-1, 0]"
205053,0.0,0,"(-1, 0]"
205054,0.0,0,"(-1, 0]"
205059,0.0,0,"(-1, 0]"
205060,0.0,0,"(-1, 0]"
205071,0.0,0,"(-1, 0]"
205073,0.0,0,"(-1, 0]"
205087,0.0,0,"(-1, 0]"
205102,0.0,0,"(-1, 0]"
205112,0.0,0,"(-1, 0]"
205122,0.0,0,"(-1, 0]"
205124,0.0,0,"(-1, 0]"
205126,0.0,0,"(-1, 0]"
205127,0.0,0,"(-1, 0]"
205138,0.0,0,"(-1, 0]"
205141,0.0,0,"(-1, 0]"
205156,0.0,0,"(-1, 0]"
205158,0.0,0,"(-1, 0]"
205168,0.0,0,"(-1, 0]"
205173,0.0,0,"(-1, 0]"
205176,0.0,0,"(-1, 0]"
205181,0.0,0,"(-1, 0]"
205186,0.0,0,"(-1, 0]"
205189,0.0,0,"(-1, 0]"
205201,0.0,0,"(-1, 0]"
205202,0.0,0,"(-1, 0]"
205206,0.0,0,"(-1, 0]"
205208,0.0,0,"(-1, 0]"
205219,0.0,0,"(-1, 0]"
205226,0.0,0,"(-1, 0]"
205228,0.0,0,"(-1, 0]"
205231,0.0,0,"(-1, 0]"
205235,0.0,0,"(-1, 0]"
205237,0.0,0,"(-1, 0]"
205239,0.0,0,"(-1, 0]"
205248,0.0,0,"(-1, 0]"
205250,0.0,0,"(-1, 0]"
205252,0.0,0,"(-1, 0]"
205255,0.0,0,"(-1, 0]"
205257,0.0,0,"(-1, 0]"
205261,0.0,0,"(-1, 0]"
205264,0.0,0,"(-1, 0]"
205267,0.0,0,"(-1, 0]"
205276,0.0,0,"(-1, 0]"
205282,0.0,0,"(-1, 0]"
205284,0.0,0,"(-1, 0]"
205289,0.0,0,"(-1, 0]"
206015,0.0,0,"(-1, 0]"
206019,0.0,0,"(-1, 0]"
206021,0.0,0,"(-1, 0]"
206022,0.0,0,"(-1, 0]"
206023,0.0,0,"(-1, 0]"
206025,0.0,0,"(-1, 0]"
206027,0.0,0,"(-1, 0]"
206036,0.0,0,"(-1, 0]"
206037,0.0,0,"(-1, 0]"
206039,0.0,0,"(-1, 0]"
206040,0.0,0,"(-1, 0]"
206043,0.0,0,"(-1, 0]"
206048,0.0,0,"(-1, 0]"
206055,0.0,0,"(-1, 0]"
206056,0.0,0,"(-1, 0]"
206060,0.0,0,"(-1, 0]"
206061,0.0,0,"(-1, 0]"
206067,0.0,0,"(-1, 0]"
206069,0.0,0,"(-1, 0]"
206074,0.0,0,"(-1, 0]"
206076,0.0,0,"(-1, 0]"
206081,0.0,0,"(-1, 0]"
206083,0.0,0,"(-1, 0]"
206085,0.0,0,"(-1, 0]"
206092,0.0,0,"(-1, 0]"
206093,0.0,0,"(-1, 0]"
206095,0.0,0,"(-1, 0]"
206105,0.0,0,"(-1, 0]"
206110,0.0,0,"(-1, 0]"
206113,0.0,0,"(-1, 0]"
206121,0.0,0,"(-1, 0]"
206122,0.0,0,"(-1, 0]"
206124,0.0,0,"(-1, 0]"
206135,0.0,0,"(-1, 0]"
206142,0.0,0,"(-1, 0]"
206143,0.0,0,"(-1, 0]"
206156,0.0,0,"(-1, 0]"
206157,0.0,0,"(-1, 0]"
206160,0.0,0,"(-1, 0]"
206162,0.0,0,"(-1, 0]"
206168,0.0,0,"(-1, 0]"
206169,0.0,0,"(-1, 0]"
206170,0.0,0,"(-1, 0]"
206171,0.0,0,"(-1, 0]"
206174,0.0,0,"(-1, 0]"
206176,0.0,0,"(-1, 0]"
206179,0.0,0,"(-1, 0]"
206187,0.0,0,"(-1, 0]"
206189,0.0,0,"(-1, 0]"
206191,0.0,0,"(-1, 0]"
206198,0.0,0,"(-1, 0]"
206201,0.0,0,"(-1, 0]"
206207,0.0,0,"(-1, 0]"
206211,0.0,0,"(-1, 0]"
206215,0.0,0,"(-1, 0]"
206217,0.0,0,"(-1, 0]"
206222,0.0,0,"(-1, 0]"
206224,0.0,0,"(-1, 0]"
206225,0.0,0,"(-1, 0]"
206226,0.0,0,"(-1, 0]"
206227,0.0,0,"(-1, 0]"
206230,0.0,0,"(-1, 0]"
206232,0.0,0,"(-1, 0]"
206240,0.0,0,"(-1, 0]"
206245,0.0,0,"(-1, 0]"
206250,0.0,0,"(-1, 0]"
206253,0.0,0,"(-1, 0]"
207005,0.0,0,"(-1, 0]"
207008,0.0,0,"(-1, 0]"
207010,0.0,0,"(-1, 0]"
207011,0.0,0,"(-1, 0]"
207013,0.0,0,"(-1, 0]"
207021,0.0,0,"(-1, 0]"
207035,0.0,0,"(-1, 0]"
207036,0.0,0,"(-1, 0]"
207042,0.0,0,"(-1, 0]"
207043,0.0,0,"(-1, 0]"
207045,0.0,0,"(-1, 0]"
207046,0.0,0,"(-1, 0]"
207048,0.0,0,"(-1, 0]"
207052,0.0,0,"(-1, 0]"
207053,0.0,0,"(-1, 0]"
207055,0.0,0,"(-1, 0]"
207057,0.0,0,"(-1, 0]"
207058,0.0,0,"(-1, 0]"
207059,0.0,0,"(-1, 0]"
207066,0.0,0,"(-1, 0]"
207078,0.0,0,"(-1, 0]"
207080,0.0,0,"(-1, 0]"
207090,0.0,0,"(-1, 0]"
207092,0.0,0,"(-1, 0]"
207093,0.0,0,"(-1, 0]"
207098,0.0,0,"(-1, 0]"
207109,0.0,0,"(-1, 0]"
207116,0.0,0,"(-1, 0]"
207122,0.0,0,"(-1, 0]"
207126,0.0,0,"(-1, 0]"
207137,0.0,0,"(-1, 0]"
207140,0.0,0,"(-1, 0]"
207147,0.0,0,"(-1, 0]"
207150,0.0,0,"(-1, 0]"
207151,0.0,0,"(-1, 0]"
207152,0.0,0,"(-1, 0]"
207153,0.0,0,"(-1, 0]"
207154,0.0,0,"(-1, 0]"
207165,0.0,0,"(-1, 0]"
207167,0.0,0,"(-1, 0]"
207170,0.0,0,"(-1, 0]"
207172,0.0,0,"(-1, 0]"
207181,0.0,0,"(-1, 0]"
207182,0.0,0,"(-1, 0]"
207183,0.0,0,"(-1, 0]"
207184,0.0,0,"(-1, 0]"
207185,0.0,0,"(-1, 0]"
207186,0.0,0,"(-1, 0]"
207189,0.0,0,"(-1, 0]"
207193,0.0,0,"(-1, 0]"
207195,0.0,0,"(-1, 0]"
207197,0.0,0,"(-1, 0]"
207204,0.0,0,"(-1, 0]"
207215,0.0,0,"(-1, 0]"
207216,0.0,0,"(-1, 0]"
207218,0.0,0,"(-1, 0]"
207219,0.0,0,"(-1, 0]"
207225,0.0,0,"(-1, 0]"
207230,0.0,0,"(-1, 0]"
207233,0.0,0,"(-1, 0]"
207237,0.0,0,"(-1, 0]"
207239,0.0,0,"(-1, 0]"
207240,0.0,0,"(-1, 0]"
207243,0.0,0,"(-1, 0]"
207248,0.0,0,"(-1, 0]"
207249,0.0,0,"(-1, 0]"
207255,0.0,0,"(-1, 0]"
207258,0.0,0,"(-1, 0]"
207261,0.0,0,"(-1, 0]"
207262,0.0,0,"(-1, 0]"
207268,0.0,0,"(-1, 0]"
207269,0.0,0,"(-1, 0]"
207276,0.0,0,"(-1, 0]"
207277,0.0,0,"(-1, 0]"
207282,0.0,0,"(-1, 0]"
208004,0.0,0,"(-1, 0]"
208007,0.0,0,"(-1, 0]"
208016,0.0,0,"(-1, 0]"
208021,0.0,0,"(-1, 0]"
208026,0.0,0,"(-1, 0]"
208032,0.0,0,"(-1, 0]"
208033,0.0,0,"(-1, 0]"
208034,0.0,0,"(-1, 0]"
208035,0.0,0,"(-1, 0]"
208040,0.0,0,"(-1, 0]"
208043,0.0,0,"(-1, 0]"
208046,0.0,0,"(-1, 0]"
208050,0.0,0,"(-1, 0]"
208055,0.0,0,"(-1, 0]"
208057,0.0,0,"(-1, 0]"
208070,0.0,0,"(-1, 0]"
208075,0.0,0,"(-1, 0]"
208076,0.0,0,"(-1, 0]"
208082,0.0,0,"(-1, 0]"
208083,0.0,0,"(-1, 0]"
208084,0.0,0,"(-1, 0]"
208089,0.0,0,"(-1, 0]"
208090,0.0,0,"(-1, 0]"
208091,0.0,0,"(-1, 0]"
208098,0.0,0,"(-1, 0]"
208100,0.0,0,"(-1, 0]"
208105,0.0,0,"(-1, 0]"
208112,0.0,0,"(-1, 0]"
208115,0.0,0,"(-1, 0]"
208116,0.0,0,"(-1, 0]"
208129,0.0,0,"(-1, 0]"
208135,0.0,0,"(-1, 0]"
208139,0.0,0,"(-1, 0]"
208140,0.0,0,"(-1, 0]"
208150,0.0,0,"(-1, 0]"
208151,0.0,0,"(-1, 0]"
208152,0.0,0,"(-1, 0]"
208159,0.0,0,"(-1, 0]"
208160,0.0,0,"(-1, 0]"
208164,0.0,0,"(-1, 0]"
208168,0.0,0,"(-1, 0]"
208169,0.0,0,"(-1, 0]"
208170,0.0,0,"(-1, 0]"
208171,0.0,0,"(-1, 0]"
208173,0.0,0,"(-1, 0]"
208180,0.0,0,"(-1, 0]"
208181,0.0,0,"(-1, 0]"
208182,0.0,0,"(-1, 0]"
208183,0.0,0,"(-1, 0]"
208185,0.0,0,"(-1, 0]"
208186,0.0,0,"(-1, 0]"
208190,0.0,0,"(-1, 0]"
208191,0.0,0,"(-1, 0]"
208195,0.0,0,"(-1, 0]"
208198,0.0,0,"(-1, 0]"
208202,0.0,0,"(-1, 0]"
208204,0.0,0,"(-1, 0]"
208208,0.0,0,"(-1, 0]"
208211,0.0,0,"(-1, 0]"
208212,0.0,0,"(-1, 0]"
208216,0.0,0,"(-1, 0]"
208218,0.0,0,"(-1, 0]"
208220,0.0,0,"(-1, 0]"
208221,0.0,0,"(-1, 0]"
208226,0.0,0,"(-1, 0]"
208227,0.0,0,"(-1, 0]"
208228,0.0,0,"(-1, 0]"
209005,0.0,0,"(-1, 0]"
209006,0.0,0,"(-1, 0]"
209007,0.0,0,"(-1, 0]"
209013,0.0,0,"(-1, 0]"
209015,0.0,0,"(-1, 0]"
209016,0.0,0,"(-1, 0]"
209018,0.0,0,"(-1, 0]"
209020,0.0,0,"(-1, 0]"
209021,0.0,0,"(-1, 0]"
209022,0.0,0,"(-1, 0]"
209024,0.0,0,"(-1, 0]"
209027,0.0,0,"(-1, 0]"
209031,0.0,0,"(-1, 0]"
209032,0.0,0,"(-1, 0]"
209033,0.0,0,"(-1, 0]"
209035,0.0,0,"(-1, 0]"
209037,0.0,0,"(-1, 0]"
209053,0.0,0,"(-1, 0]"
209055,0.0,0,"(-1, 0]"
209060,0.0,0,"(-1, 0]"
209061,0.0,0,"(-1, 0]"
209062,0.0,0,"(-1, 0]"
209063,0.0,0,"(-1, 0]"
209065,0.0,0,"(-1, 0]"
209070,0.0,0,"(-1, 0]"
209072,0.0,0,"(-1, 0]"
209073,0.0,0,"(-1, 0]"
209078,0.0,0,"(-1, 0]"
209088,0.0,0,"(-1, 0]"
209093,0.0,0,"(-1, 0]"
209094,0.0,0,"(-1, 0]"
209096,0.0,0,"(-1, 0]"
209097,0.0,0,"(-1, 0]"
209103,0.0,0,"(-1, 0]"
209108,0.0,0,"(-1, 0]"
209110,0.0,0,"(-1, 0]"
209119,0.0,0,"(-1, 0]"
209121,0.0,0,"(-1, 0]"
209124,0.0,0,"(-1, 0]"
209125,0.0,0,"(-1, 0]"
209126,0.0,0,"(-1, 0]"
209128,0.0,0,"(-1, 0]"
209130,0.0,0,"(-1, 0]"
209134,0.0,0,"(-1, 0]"
209135,0.0,0,"(-1, 0]"
209140,0.0,0,"(-1, 0]"
209144,0.0,0,"(-1, 0]"
209146,0.0,0,"(-1, 0]"
209147,0.0,0,"(-1, 0]"
209149,0.0,0,"(-1, 0]"
209156,0.0,0,"(-1, 0]"
209164,0.0,0,"(-1, 0]"
209167,0.0,0,"(-1, 0]"
209168,0.0,0,"(-1, 0]"
209171,0.0,0,"(-1, 0]"
209172,0.0,0,"(-1, 0]"
209174,0.0,0,"(-1, 0]"
209177,0.0,0,"(-1, 0]"
209178,0.0,0,"(-1, 0]"
209183,0.0,0,"(-1, 0]"
209184,0.0,0,"(-1, 0]"
209185,0.0,0,"(-1, 0]"
209188,0.0,0,"(-1, 0]"
209189,0.0,0,"(-1, 0]"
209192,0.0,0,"(-1, 0]"
209199,0.0,0,"(-1, 0]"
209204,0.0,0,"(-1, 0]"
209209,0.0,0,"(-1, 0]"
209212,0.0,0,"(-1, 0]"
209213,0.0,0,"(-1, 0]"
209220,0.0,0,"(-1, 0]"
209221,0.0,0,"(-1, 0]"
209229,0.0,0,"(-1, 0]"
209235,0.0,0,"(-1, 0]"
209257,0.0,0,"(-1, 0]"
209258,0.0,0,"(-1, 0]"
209259,0.0,0,"(-1, 0]"
209260,0.0,0,"(-1, 0]"
209262,0.0,0,"(-1, 0]"
209267,0.0,0,"(-1, 0]"
210002,0.0,0,"(-1, 0]"
210003,0.0,0,"(-1, 0]"
210006,0.0,0,"(-1, 0]"
210008,0.0,0,"(-1, 0]"
210009,0.0,0,"(-1, 0]"
210012,0.0,0,"(-1, 0]"
210014,0.0,0,"(-1, 0]"
210019,0.0,0,"(-1, 0]"
210020,0.0,0,"(-1, 0]"
210022,0.0,0,"(-1, 0]"
210023,0.0,0,"(-1, 0]"
210026,0.0,0,"(-1, 0]"
210027,0.0,0,"(-1, 0]"
210028,0.0,0,"(-1, 0]"
210032,0.0,0,"(-1, 0]"
210034,0.0,0,"(-1, 0]"
210037,0.0,0,"(-1, 0]"
210038,0.0,0,"(-1, 0]"
210039,0.0,0,"(-1, 0]"
210040,0.0,0,"(-1, 0]"
210048,0.0,0,"(-1, 0]"
210052,0.0,0,"(-1, 0]"
210055,0.0,0,"(-1, 0]"
210061,0.0,0,"(-1, 0]"
210063,0.0,0,"(-1, 0]"
210064,0.0,0,"(-1, 0]"
210065,0.0,0,"(-1, 0]"
210071,0.0,0,"(-1, 0]"
210074,0.0,0,"(-1, 0]"
210079,0.0,0,"(-1, 0]"
210082,0.0,0,"(-1, 0]"
210084,0.0,0,"(-1, 0]"
210086,0.0,0,"(-1, 0]"
210087,0.0,0,"(-1, 0]"
210089,0.0,0,"(-1, 0]"
210090,0.0,0,"(-1, 0]"
210092,0.0,0,"(-1, 0]"
210094,0.0,0,"(-1, 0]"
210099,0.0,0,"(-1, 0]"
210100,0.0,0,"(-1, 0]"
210103,0.0,0,"(-1, 0]"
210110,0.0,0,"(-1, 0]"
210112,0.0,0,"(-1, 0]"
210113,0.0,0,"(-1, 0]"
210116,0.0,0,"(-1, 0]"
210117,0.0,0,"(-1, 0]"
210118,0.0,0,"(-1, 0]"
210119,0.0,0,"(-1, 0]"
210120,0.0,0,"(-1, 0]"
210121,0.0,0,"(-1, 0]"
210125,0.0,0,"(-1, 0]"
210129,0.0,0,"(-1, 0]"
210130,0.0,0,"(-1, 0]"
210134,0.0,0,"(-1, 0]"
210136,0.0,0,"(-1, 0]"
210137,0.0,0,"(-1, 0]"
210138,0.0,0,"(-1, 0]"
210141,0.0,0,"(-1, 0]"
210149,0.0,0,"(-1, 0]"
210150,0.0,0,"(-1, 0]"
210151,0.0,0,"(-1, 0]"
210156,0.0,0,"(-1, 0]"
210161,0.0,0,"(-1, 0]"
210165,0.0,0,"(-1, 0]"
210166,0.0,0,"(-1, 0]"
210167,0.0,0,"(-1, 0]"
210168,0.0,0,"(-1, 0]"
210171,0.0,0,"(-1, 0]"
210174,0.0,0,"(-1, 0]"
210175,0.0,0,"(-1, 0]"
210176,0.0,0,"(-1, 0]"
210179,0.0,0,"(-1, 0]"
210180,0.0,0,"(-1, 0]"
210181,0.0,0,"(-1, 0]"
210182,0.0,0,"(-1, 0]"
210189,0.0,0,"(-1, 0]"
210190,0.0,0,"(-1, 0]"
210192,0.0,0,"(-1, 0]"
210194,0.0,0,"(-1, 0]"
210197,0.0,0,"(-1, 0]"
210201,0.0,0,"(-1, 0]"
210202,0.0,0,"(-1, 0]"
210210,0.0,0,"(-1, 0]"
210211,0.0,0,"(-1, 0]"
210215,0.0,0,"(-1, 0]"
210216,0.0,0,"(-1, 0]"
210222,0.0,0,"(-1, 0]"
210225,0.0,0,"(-1, 0]"
210226,0.0,0,"(-1, 0]"
210235,0.0,0,"(-1, 0]"
210237,0.0,0,"(-1, 0]"
210242,0.0,0,"(-1, 0]"
210243,0.0,0,"(-1, 0]"
210247,0.0,0,"(-1, 0]"
210249,0.0,0,"(-1, 0]"
210253,0.0,0,"(-1, 0]"
210255,0.0,0,"(-1, 0]"
210266,0.0,0,"(-1, 0]"
210267,0.0,0,"(-1, 0]"
210270,0.0,0,"(-1, 0]"
210271,0.0,0,"(-1, 0]"
210274,0.0,0,"(-1, 0]"
210275,0.0,0,"(-1, 0]"
210276,0.0,0,"(-1, 0]"
210277,0.0,0,"(-1, 0]"
210280,0.0,0,"(-1, 0]"
210283,0.0,0,"(-1, 0]"
210285,0.0,0,"(-1, 0]"
210286,0.0,0,"(-1, 0]"
210289,0.0,0,"(-1, 0]"
210290,0.0,0,"(-1, 0]"
210293,0.0,0,"(-1, 0]"
210294,0.0,0,"(-1, 0]"
210296,0.0,0,"(-1, 0]"
210299,0.0,0,"(-1, 0]"
210300,0.0,0,"(-1, 0]"
210304,0.0,0,"(-1, 0]"
210305,0.0,0,"(-1, 0]"
210307,0.0,0,"(-1, 0]"
210311,0.0,0,"(-1, 0]"
210312,0.0,0,"(-1, 0]"
211004,0.0,0,"(-1, 0]"
211005,0.0,0,"(-1, 0]"
211013,0.0,0,"(-1, 0]"
211015,0.0,0,"(-1, 0]"
211016,0.0,0,"(-1, 0]"
211021,0.0,0,"(-1, 0]"
211033,0.0,0,"(-1, 0]"
211034,0.0,0,"(-1, 0]"
211035,0.0,0,"(-1, 0]"
211036,0.0,0,"(-1, 0]"
211037,0.0,0,"(-1, 0]"
211039,0.0,0,"(-1, 0]"
211040,0.0,0,"(-1, 0]"
211043,0.0,0,"(-1, 0]"
211044,0.0,0,"(-1, 0]"
211045,0.0,0,"(-1, 0]"
211046,0.0,0,"(-1, 0]"
211047,0.0,0,"(-1, 0]"
211050,0.0,0,"(-1, 0]"
211053,0.0,0,"(-1, 0]"
211062,0.0,0,"(-1, 0]"
211064,0.0,0,"(-1, 0]"
211066,0.0,0,"(-1, 0]"
211078,0.0,0,"(-1, 0]"
211081,0.0,0,"(-1, 0]"
211083,0.0,0,"(-1, 0]"
211085,0.0,0,"(-1, 0]"
211086,0.0,0,"(-1, 0]"
211087,0.0,0,"(-1, 0]"
211099,0.0,0,"(-1, 0]"
211101,0.0,0,"(-1, 0]"
211104,0.0,0,"(-1, 0]"
211105,0.0,0,"(-1, 0]"
211106,0.0,0,"(-1, 0]"
211110,0.0,0,"(-1, 0]"
211114,0.0,0,"(-1, 0]"
211116,0.0,0,"(-1, 0]"
211119,0.0,0,"(-1, 0]"
211120,0.0,0,"(-1, 0]"
211121,0.0,0,"(-1, 0]"
211126,0.0,0,"(-1, 0]"
211128,0.0,0,"(-1, 0]"
211133,0.0,0,"(-1, 0]"
211134,0.0,0,"(-1, 0]"
211135,0.0,0,"(-1, 0]"
211138,0.0,0,"(-1, 0]"
211140,0.0,0,"(-1, 0]"
211143,0.0,0,"(-1, 0]"
211145,0.0,0,"(-1, 0]"
211146,0.0,0,"(-1, 0]"
211150,0.0,0,"(-1, 0]"
211151,0.0,0,"(-1, 0]"
211156,0.0,0,"(-1, 0]"
211157,0.0,0,"(-1, 0]"
211159,0.0,0,"(-1, 0]"
211161,0.0,0,"(-1, 0]"
211162,0.0,0,"(-1, 0]"
211174,0.0,0,"(-1, 0]"
211175,0.0,0,"(-1, 0]"
211177,0.0,0,"(-1, 0]"
211179,0.0,0,"(-1, 0]"
211183,0.0,0,"(-1, 0]"
211184,0.0,0,"(-1, 0]"
211186,0.0,0,"(-1, 0]"
211187,0.0,0,"(-1, 0]"
211190,0.0,0,"(-1, 0]"
211192,0.0,0,"(-1, 0]"
211199,0.0,0,"(-1, 0]"
211205,0.0,0,"(-1, 0]"
211211,0.0,0,"(-1, 0]"
211214,0.0,0,"(-1, 0]"
211224,0.0,0,"(-1, 0]"
211226,0.0,0,"(-1, 0]"
211227,0.0,0,"(-1, 0]"
211229,0.0,0,"(-1, 0]"
211230,0.0,0,"(-1, 0]"
211231,0.0,0,"(-1, 0]"
211237,0.0,0,"(-1, 0]"
211239,0.0,0,"(-1, 0]"
211247,0.0,0,"(-1, 0]"
211248,0.0,0,"(-1, 0]"
211253,0.0,0,"(-1, 0]"
211256,0.0,0,"(-1, 0]"
211260,0.0,0,"(-1, 0]"
211262,0.0,0,"(-1, 0]"
211264,0.0,0,"(-1, 0]"
211265,0.0,0,"(-1, 0]"
211267,0.0,0,"(-1, 0]"
211273,0.0,0,"(-1, 0]"
211275,0.0,0,"(-1, 0]"
211276,0.0,0,"(-1, 0]"
211277,0.0,0,"(-1, 0]"
211278,0.0,0,"(-1, 0]"
211280,0.0,0,"(-1, 0]"
211281,0.0,0,"(-1, 0]"
211286,0.0,0,"(-1, 0]"
211288,0.0,0,"(-1, 0]"
212001,0.0,0,"(-1, 0]"
212003,0.0,0,"(-1, 0]"
212006,0.0,0,"(-1, 0]"
212007,0.0,0,"(-1, 0]"
212013,0.0,0,"(-1, 0]"
212015,0.0,0,"(-1, 0]"
212018,0.0,0,"(-1, 0]"
212019,0.0,0,"(-1, 0]"
212021,0.0,0,"(-1, 0]"
212022,0.0,0,"(-1, 0]"
212027,0.0,0,"(-1, 0]"
212028,0.0,0,"(-1, 0]"
212033,0.0,0,"(-1, 0]"
212034,0.0,0,"(-1, 0]"
212035,0.0,0,"(-1, 0]"
212038,0.0,0,"(-1, 0]"
212043,0.0,0,"(-1, 0]"
212046,0.0,0,"(-1, 0]"
212048,0.0,0,"(-1, 0]"
212049,0.0,0,"(-1, 0]"
212050,0.0,0,"(-1, 0]"
212053,0.0,0,"(-1, 0]"
212055,0.0,0,"(-1, 0]"
212056,0.0,0,"(-1, 0]"
212060,0.0,0,"(-1, 0]"
212068,0.0,0,"(-1, 0]"
212073,0.0,0,"(-1, 0]"
212074,0.0,0,"(-1, 0]"
212076,0.0,0,"(-1, 0]"
212077,0.0,0,"(-1, 0]"
212084,0.0,0,"(-1, 0]"
212086,0.0,0,"(-1, 0]"
212088,0.0,0,"(-1, 0]"
212090,0.0,0,"(-1, 0]"
212093,0.0,0,"(-1, 0]"
212097,0.0,0,"(-1, 0]"
212104,0.0,0,"(-1, 0]"
212106,0.0,0,"(-1, 0]"
212107,0.0,0,"(-1, 0]"
212108,0.0,0,"(-1, 0]"
212110,0.0,0,"(-1, 0]"
212113,0.0,0,"(-1, 0]"
212115,0.0,0,"(-1, 0]"
212120,0.0,0,"(-1, 0]"
212123,0.0,0,"(-1, 0]"
212125,0.0,0,"(-1, 0]"
212127,0.0,0,"(-1, 0]"
212131,0.0,0,"(-1, 0]"
212133,0.0,0,"(-1, 0]"
212134,0.0,0,"(-1, 0]"
212137,0.0,0,"(-1, 0]"
212143,0.0,0,"(-1, 0]"
212144,0.0,0,"(-1, 0]"
212149,0.0,0,"(-1, 0]"
212153,0.0,0,"(-1, 0]"
212154,0.0,0,"(-1, 0]"
212155,0.0,0,"(-1, 0]"
212156,0.0,0,"(-1, 0]"
212157,0.0,0,"(-1, 0]"
212160,0.0,0,"(-1, 0]"
212161,0.0,0,"(-1, 0]"
212164,0.0,0,"(-1, 0]"
212169,0.0,0,"(-1, 0]"
212170,0.0,0,"(-1, 0]"
212171,0.0,0,"(-1, 0]"
212172,0.0,0,"(-1, 0]"
212176,0.0,0,"(-1, 0]"
212178,0.0,0,"(-1, 0]"
212179,0.0,0,"(-1, 0]"
212183,0.0,0,"(-1, 0]"
212187,0.0,0,"(-1, 0]"
212189,0.0,0,"(-1, 0]"
212195,0.0,0,"(-1, 0]"
212197,0.0,0,"(-1, 0]"
212202,0.0,0,"(-1, 0]"
212207,0.0,0,"(-1, 0]"
212213,0.0,0,"(-1, 0]"
212220,0.0,0,"(-1, 0]"
212224,0.0,0,"(-1, 0]"
212226,0.0,0,"(-1, 0]"
212229,0.0,0,"(-1, 0]"
212237,0.0,0,"(-1, 0]"
212243,0.0,0,"(-1, 0]"
212244,0.0,0,"(-1, 0]"
212247,0.0,0,"(-1, 0]"
212249,0.0,0,"(-1, 0]"
212250,0.0,0,"(-1, 0]"
212251,0.0,0,"(-1, 0]"
212252,0.0,0,"(-1, 0]"
212257,0.0,0,"(-1, 0]"
212260,0.0,0,"(-1, 0]"
